Maladie,Sponsor,Statut,Titre,URL
Lung Cancer,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT04995172 | Feasibility of Mobile-CT,https://clinicaltrials.gov/study/NCT04995172?cond=Lung%20Cancer&viewType=Card&page=9&rank=90
Lung Cancer,Information provided by M.D. Anderson Cancer Center (Responsible Party),Completed,Study Details | NCT05046067 | Feasibility Study of Anatomical Modeling for Image Guided Thoracic Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05046067?cond=Lung%20Cancer&viewType=Card&page=10&rank=91
Lung Cancer,Information provided by Kaiser Permanente (Responsible Party),Completed,Study Details | NCT05059132 | Inspiratory Muscle Training and Behavioral Support to Alleviate Dyspnea and Promote Walking in Lung Cancer Survivors: A Pilot Study | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05059132?cond=Lung%20Cancer&viewType=Card&page=10&rank=92
Lung Cancer,"Information provided by PrECOG, LLC. (Responsible Party)",Completed,Study Results | NCT02713828 | Study of Glembatumumab Vedotin in gpNMB,https://clinicaltrials.gov/study/NCT02713828?cond=Lung%20Cancer&viewType=Card&page=10&rank=93&tab=results
Lung Cancer,"Information provided by PrECOG, LLC. (Responsible Party)",Terminated,Study Details | NCT02713828 | Study of Glembatumumab Vedotin in gpNMB,https://clinicaltrials.gov/study/NCT02713828?cond=Lung%20Cancer&viewType=Card&page=10&rank=93
Lung Cancer,"Information provided by Yihao Zhu, Sichuan Cancer Hospital and Research Institute (Responsible Party)",Inconnu,Study Details | NCT06258954 | Effect of 3D,https://clinicaltrials.gov/study/NCT06258954?cond=Lung%20Cancer&viewType=Card&page=10&rank=94
Lung Cancer,Information provided by Alliance for Clinical Trials in Oncology (Responsible Party),Completed,Study Details | NCT00899782 | Collection and Storage of Blood and Tissue Samples From Patients Who Are Undergoing Surgery For Lung Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00899782?cond=Lung%20Cancer&viewType=Card&page=10&rank=95
Lung Cancer,Information provided by Rgene Corporation (Responsible Party),Inconnu,Study Details | NCT05764928 | Evaluate the Safety and Efficacy of BLEX 404 Oral Liquid Combined With Pemetrexed + Cisplatin Therapy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05764928?cond=Lung%20Cancer&viewType=Card&page=10&rank=96
Lung Cancer,"Information provided by Myung-Ju Ahn, Samsung Medical Center (Responsible Party)",Inconnu,"Study Details | NCT06830694 | Clinical Trial for Safety and Effectiveness Evaluation of Tarlatamab (AMG757) with Etoposide, Carboplatin and Atezolizumab in Transformed Small Cell Lung Cancer Patients from Adenocarcinoma After EGFR TKI Treatment | ClinicalTrials.gov",https://clinicaltrials.gov/study/NCT06830694?cond=Lung%20Cancer&viewType=Card&page=10&rank=97
Lung Cancer,Information provided by The University of Texas Health Science Center at San Antonio (Responsible Party),Recruiting,Study Details | NCT03655015 | Patient,https://clinicaltrials.gov/study/NCT03655015?cond=Lung%20Cancer&viewType=Card&page=10&rank=98
Lung Cancer,Information provided by Wake Forest University Health Sciences (Responsible Party),Completed,Study Details | NCT03741868 | Symptom Burden and Unmet Supportive Care Needs in Lung Cancer Patients Undergoing First or Second Line Immunotherapy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03741868?cond=Lung%20Cancer&viewType=Card&page=10&rank=99
Lung Cancer,"Information provided by Mereo BioPharma (OncoMed Pharmaceuticals, Inc.) (Responsible Party)",Completed,"Study Results | NCT02259582 | A Study of Carboplatin, Pemetrexed Plus Placebo vs Carboplatin, Pemetrexed Plus 1 or 2 Truncated Courses of Demcizumab in Subjects With Non-Squamous Non",https://clinicaltrials.gov/study/NCT02259582?cond=Lung%20Cancer&viewType=Card&page=10&rank=100&tab=results
Lung Cancer,"Information provided by Mereo BioPharma (OncoMed Pharmaceuticals, Inc.) (Responsible Party)",Completed,"Study Details | NCT02259582 | A Study of Carboplatin, Pemetrexed Plus Placebo vs Carboplatin, Pemetrexed Plus 1 or 2 Truncated Courses of Demcizumab in Subjects With Non-Squamous Non",https://clinicaltrials.gov/study/NCT02259582?cond=Lung%20Cancer&viewType=Card&page=10&rank=100
Lung Cancer,Information provided by Baptist Health South Florida (Responsible Party),Withdrawn,Study Details | NCT04917224 | Study of LUNG Stereotactic Adaptive Ablative Radiotherapy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04917224?cond=Lung%20Cancer&viewType=Card&page=11&rank=101
Lung Cancer,"Information provided by Matthew T. Freedman, MD, Georgetown University (Responsible Party)",Completed,Study Results | NCT01261507 | Reader Study of DeltaView™ Chest Radiograph Software | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01261507?cond=Lung%20Cancer&viewType=Card&page=11&rank=102&tab=results
Lung Cancer,"Information provided by Matthew T. Freedman, MD, Georgetown University (Responsible Party)",Completed,Study Details | NCT01261507 | Reader Study of DeltaView™ Chest Radiograph Software | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01261507?cond=Lung%20Cancer&viewType=Card&page=11&rank=102
Lung Cancer,"Information provided by Per Reidar Woldbæk, Oslo University Hospital (Responsible Party)",Recruiting,Study Details | NCT03070626 | Preoperative Loading With Carbohydrates in Lung Cancer Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03070626?cond=Lung%20Cancer&viewType=Card&page=11&rank=103
Lung Cancer,"Information provided by Ju-Wei Mu, Cancer Institute and Hospital, Chinese Academy of Medical Sciences (Responsible Party)",Recruiting,"Study Details | NCT02992353 | Single-port, Two-port Versus Three-port VATS on Non",https://clinicaltrials.gov/study/NCT02992353?cond=Lung%20Cancer&viewType=Card&page=11&rank=104
Lung Cancer,"Information provided by Jeremy Harris, University of California, Irvine (Responsible Party)",Completed,Study Details | NCT05555342 | A Novel Method for Treating Lung Met w/Combo of Electric Fields & Rad Therapy: A Single,https://clinicaltrials.gov/study/NCT05555342?cond=Lung%20Cancer&viewType=Card&page=11&rank=105
Lung Cancer,Information provided by National Taiwan University Hospital (Responsible Party),Recruiting,Study Details | NCT03469323 | Effects of Succinylcholine on Nonintubated Thoracoscopic Surgery | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03469323?cond=Lung%20Cancer&viewType=Card&page=11&rank=106
Lung Cancer,Information provided by VA Office of Research and Development (Responsible Party),Recruiting,Study Details | NCT02984761 | Veterans Affairs Lung Cancer Surgery Or Stereotactic Radiotherapy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02984761?cond=Lung%20Cancer&viewType=Card&page=11&rank=107
Lung Cancer,"Information provided by Oliver Jonas, Brigham and Women's Hospital (Responsible Party)",Completed,Study Details | NCT03972228 | Microdevice for Evaluating Drug Response in Site in Lung Lesions | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03972228?cond=Lung%20Cancer&viewType=Card&page=11&rank=108
Lung Cancer,"Information provided by Galvanize Therapeutics, Inc. (Responsible Party)",Terminated,Study Details | NCT04773275 | A Clinical Evaluation of the Aliya™ System in Late Stage Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04773275?cond=Lung%20Cancer&viewType=Card&page=11&rank=109
Lung Cancer,"Information provided by Mia Elhidsi, MD, Fakultas Kedokteran Universitas Indonesia (Responsible Party)",Inconnu,Study Details | NCT06102369 | The Role of Narrow Band Imaging (NBI) Bronchoscopy in Detecting Bronchial Squamous Dysplasia in Lung Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06102369?cond=Lung%20Cancer&viewType=Card&page=11&rank=110
Lung Cancer,Information provided by Spanish Lung Cancer Group (Responsible Party),Completed,Study Details | NCT01814163 | Observational Post,https://clinicaltrials.gov/study/NCT01814163?cond=Lung%20Cancer&viewType=Card&page=12&rank=111
Lung Cancer,Information provided by National Taiwan University Hospital (Responsible Party),Recruiting,Study Details | NCT04056273 | Assess the Use of rEBUS With a Guide Sheath to Increase Transbronchial Lung Biopsy Yield Rate | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04056273?cond=Lung%20Cancer&viewType=Card&page=12&rank=112
Lung Cancer,"Information provided by Jiangsu ShengDiYa Medicine Co., Ltd. (Responsible Party)",Inconnu,"Study Details | NCT02852798 | Apatinib Combined With Docetaxel Monotherapy as Second-line Therapy of Advanced EGFR WT, Non",https://clinicaltrials.gov/study/NCT02852798?cond=Lung%20Cancer&viewType=Card&page=12&rank=113
Lung Cancer,Information provided by Zhejiang Cancer Hospital (Responsible Party),Recruiting,Study Details | NCT01635400 | Study of Relationship Between UGT1A1 Gene Polymorphism and Toxicity and Efficacy of Irinotecan in Small Cell Lung Cancer | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01635400?cond=Lung%20Cancer&viewType=Card&page=12&rank=114
Lung Cancer,Information provided by University of Hull (Responsible Party),Completed,Study Details | NCT05404022 | Feasibility Trial of a Personalised Nutrition and Activity Programme for People With Lung Cancer Over 65 Years | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05404022?cond=Lung%20Cancer&viewType=Card&page=12&rank=115
Lung Cancer,"Information provided by Department of Radiation Oncology, University of Maryland, Baltimore (Responsible Party)",Completed,Study Details | NCT00780611 | Investigating the Improvement in 4D CT Images Using AV Biofeedback | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00780611?cond=Lung%20Cancer&viewType=Card&page=12&rank=116
Lung Cancer,Information provided by Broncus Technologies,Recruiting,Study Details | NCT01067755 | Evaluation of the LungPoint Virtual Bronchoscopic Navigation (VBN) System | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01067755?cond=Lung%20Cancer&viewType=Card&page=12&rank=117
Lung Cancer,"Information provided by Ernest Scalzetti, State University of New York - Upstate Medical University (Responsible Party)",Completed,Study Details | NCT00638352 | False/Negative Rate of Lung Percutaneous Needle Biopsy | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00638352?cond=Lung%20Cancer&viewType=Card&page=12&rank=118
Lung Cancer,Information provided by Hellenic Cooperative Oncology Group (Responsible Party),Completed,Study Details | NCT01218529 | Lapatinib and WBRT for Patients With Brain Metastases From Lung or Breast Tumors | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01218529?cond=Lung%20Cancer&viewType=Card&page=12&rank=119
Lung Cancer,"Information provided by Sara Pai, MD, PhD, Massachusetts General Hospital (Responsible Party)",Recruiting,Study Details | NCT06412172 | The Natural History and Biological Study of Pulmonary Recurrent Respiratory Papillomatosis (pRRP) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06412172?cond=Lung%20Cancer&viewType=Card&page=12&rank=120
Lung Cancer,"Information provided by University Hospital, Brest",Completed,Study Details | NCT00295672 | Oral Vinorelbine and Cisplatin and Concurrent Radiotherapy After Induction Chemotherapy in Locally Advanced NSCLC. | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00295672?cond=Lung%20Cancer&viewType=Card&page=13&rank=121
Lung Cancer,Information provided by Hoffmann-La Roche (Responsible Party),Completed,Study Results | NCT01161173 | An Observational Study of Tarceva (Erlotinib) in Routine Daily Clinical Practice as Second Line Treatment in Patients With Non,https://clinicaltrials.gov/study/NCT01161173?cond=Lung%20Cancer&viewType=Card&page=13&rank=122&tab=results
Lung Cancer,Information provided by Hoffmann-La Roche (Responsible Party),Completed,Study Details | NCT01161173 | An Observational Study of Tarceva (Erlotinib) in Routine Daily Clinical Practice as Second Line Treatment in Patients With Non,https://clinicaltrials.gov/study/NCT01161173?cond=Lung%20Cancer&viewType=Card&page=13&rank=122
Lung Cancer,Information provided by C. R. Bard (Responsible Party),Completed,Study Results | NCT01394978 | NeoMend ProGEL™ Pleural Air Leak Sealant Post,https://clinicaltrials.gov/study/NCT01394978?cond=Lung%20Cancer&viewType=Card&page=13&rank=123&tab=results
Lung Cancer,Information provided by C. R. Bard (Responsible Party),Completed,Study Details | NCT01394978 | NeoMend ProGEL™ Pleural Air Leak Sealant Post,https://clinicaltrials.gov/study/NCT01394978?cond=Lung%20Cancer&viewType=Card&page=13&rank=123
Lung Cancer,Information provided by Technische Universität Dresden (Responsible Party),Active,Study Details | NCT05470595 | A Single-arm Trial of Atezolizumab/Platinum/Etoposide for the Treatment of Advanced Large,https://clinicaltrials.gov/study/NCT05470595?cond=Lung%20Cancer&viewType=Card&page=13&rank=124
Lung Cancer,"Information provided by Jiayuan Sun, Shanghai Chest Hospital (Responsible Party)",Completed,Study Details | NCT03537378 | Hybrid APC Therapy in Early Central Lung Neoplasms | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03537378?cond=Lung%20Cancer&viewType=Card&page=13&rank=125
Lung Cancer,"Information provided by Fuda Cancer Hospital, Guangzhou (Responsible Party)",Completed,Study Details | NCT02333474 | Safety and Efficacy of Mix Vaccine in Lung Carcinoma Patient | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02333474?cond=Lung%20Cancer&viewType=Card&page=13&rank=126
Lung Cancer,"Information provided by LI Junling, Chinese Academy of Medical Sciences (Responsible Party)",Recruiting,Study Details | NCT01969955 | Nab-paclitaxel as Second,https://clinicaltrials.gov/study/NCT01969955?cond=Lung%20Cancer&viewType=Card&page=13&rank=127
Lung Cancer,Information provided by Abramson Cancer Center at Penn Medicine (Responsible Party),Recruiting,Study Details | NCT06955468 | Evaluating a Bidirectional Priming Intervention for Goals-of,https://clinicaltrials.gov/study/NCT06955468?cond=Lung%20Cancer&viewType=Card&page=13&rank=128
Lung Cancer,"Information provided by Ozal Adiyeke, Başakşehir Çam & Sakura City Hospital (Responsible Party)",Completed,Study Details | NCT06964698 | Optimizing Post,https://clinicaltrials.gov/study/NCT06964698?cond=Lung%20Cancer&viewType=Card&page=13&rank=129
Lung Cancer,"Information provided by Marc Fortin, Institut universitaire de cardiologie et de pneumologie de Québec, University Laval (Responsible Party)",Inconnu,Study Details | NCT06950515 | General Anesthesia vs Conscious Sedation for Radial Endobronchial Ultrasound | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06950515?cond=Lung%20Cancer&viewType=Card&page=13&rank=130
Lung Cancer,Information provided by Mirati Therapeutics Inc. (Responsible Party),Recruiting,Study Details | NCT05853575 | Trial of Two Adagrasib Dosing Regimens in NSCLC With KRAS G12C Mutation (KRYSTAL 21) | ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05853575?cond=Lung%20Cancer&viewType=Card&page=14&rank=131
Lung Cancer,"Information provided by Qiong Zhao, Zhejiang University (Responsible Party)",Inconnu,Study Details | NCT02009605 | Icotinib in Previously Treated Non/Light,https://clinicaltrials.gov/study/NCT02009605?cond=Lung%20Cancer&viewType=Card&page=14&rank=132
Lung Cancer,"Information provided by Guangzhou FineImmune Biotechnology Co., LTD. (Responsible Party)",Recruiting,"Study Details | NCT06942143 | An Open-label, Phase I Clinical Trial of Super1 TCR-T in NY-ESO-1",https://clinicaltrials.gov/study/NCT06942143?cond=Lung%20Cancer&viewType=Card&page=14&rank=133
Lung Cancer,Information provided by Chang Gung Memorial Hospital (Responsible Party),Completed,Study Details | NCT03395964 | Comparison of Preoperative CT Scan Guided and Intraoperative Hybrid DynaCT Scan,https://clinicaltrials.gov/study/NCT03395964?cond=Lung%20Cancer&viewType=Card&page=14&rank=134
