Cancer,Trial_ID,Title,Sponsor,Status,URL
Lung Cancer,NCT03070626,Preoperative Loading With Carbohydrates in Lung Cancer Surgery,"Information provided by Per Reidar Woldbæk, Oslo University Hospital (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT03070626?cond=Lung%20Cancer&viewType=Card&page=11&rank=103
Lung Cancer,NCT02992353,"Single-port, Two-port Versus Three-port VATS on Non","Information provided by Ju-Wei Mu, Cancer Institute and Hospital, Chinese Academy of Medical Sciences (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT02992353?cond=Lung%20Cancer&viewType=Card&page=11&rank=104
Lung Cancer,NCT05555342,A Novel Method for Treating Lung Met w/Combo of Electric Fields & Rad Therapy: A Single,"Information provided by Jeremy Harris, University of California, Irvine (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05555342?cond=Lung%20Cancer&viewType=Card&page=11&rank=105
Lung Cancer,NCT03469323,Effects of Succinylcholine on Nonintubated Thoracoscopic Surgery,Information provided by National Taiwan University Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03469323?cond=Lung%20Cancer&viewType=Card&page=11&rank=106
Lung Cancer,NCT02984761,Veterans Affairs Lung Cancer Surgery Or Stereotactic Radiotherapy,Information provided by VA Office of Research and Development (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT02984761?cond=Lung%20Cancer&viewType=Card&page=11&rank=107
Lung Cancer,NCT03972228,Microdevice for Evaluating Drug Response in Site in Lung Lesions,"Information provided by Oliver Jonas, Brigham and Women's Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03972228?cond=Lung%20Cancer&viewType=Card&page=11&rank=108
Lung Cancer,NCT04773275,A Clinical Evaluation of the Aliya™ System in Late Stage Cancer,"Information provided by Galvanize Therapeutics, Inc. (Responsible Party)",Terminated,https://clinicaltrials.gov/study/NCT04773275?cond=Lung%20Cancer&viewType=Card&page=11&rank=109
Lung Cancer,NCT06102369,The Role of Narrow Band Imaging (NBI) Bronchoscopy in Detecting Bronchial Squamous Dysplasia in Lung Cancer,"Information provided by Mia Elhidsi, MD, Fakultas Kedokteran Universitas Indonesia (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06102369?cond=Lung%20Cancer&viewType=Card&page=11&rank=110
Lung Cancer,NCT01814163,Observational Post,Information provided by Spanish Lung Cancer Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01814163?cond=Lung%20Cancer&viewType=Card&page=12&rank=111
Lung Cancer,NCT04056273,Assess the Use of rEBUS With a Guide Sheath to Increase Transbronchial Lung Biopsy Yield Rate,Information provided by National Taiwan University Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT04056273?cond=Lung%20Cancer&viewType=Card&page=12&rank=112
Lung Cancer,NCT02852798,"Apatinib Combined With Docetaxel Monotherapy as Second-line Therapy of Advanced EGFR WT, Non","Information provided by Jiangsu ShengDiYa Medicine Co., Ltd. (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT02852798?cond=Lung%20Cancer&viewType=Card&page=12&rank=113
Lung Cancer,NCT01635400,Study of Relationship Between UGT1A1 Gene Polymorphism and Toxicity and Efficacy of Irinotecan in Small Cell Lung Cancer,Information provided by Zhejiang Cancer Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT01635400?cond=Lung%20Cancer&viewType=Card&page=12&rank=114
Lung Cancer,NCT05404022,Feasibility Trial of a Personalised Nutrition and Activity Programme for People With Lung Cancer Over 65 Years,Information provided by University of Hull (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT05404022?cond=Lung%20Cancer&viewType=Card&page=12&rank=115
Lung Cancer,NCT00780611,Investigating the Improvement in 4D CT Images Using AV Biofeedback,"Information provided by Department of Radiation Oncology, University of Maryland, Baltimore (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00780611?cond=Lung%20Cancer&viewType=Card&page=12&rank=116
Lung Cancer,NCT01067755,Evaluation of the LungPoint Virtual Bronchoscopic Navigation (VBN) System,Information provided by Broncus Technologies,Recruiting,https://clinicaltrials.gov/study/NCT01067755?cond=Lung%20Cancer&viewType=Card&page=12&rank=117
Lung Cancer,NCT00638352,False/Negative Rate of Lung Percutaneous Needle Biopsy,"Information provided by Ernest Scalzetti, State University of New York - Upstate Medical University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00638352?cond=Lung%20Cancer&viewType=Card&page=12&rank=118
Lung Cancer,NCT01218529,Lapatinib and WBRT for Patients With Brain Metastases From Lung or Breast Tumors,Information provided by Hellenic Cooperative Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01218529?cond=Lung%20Cancer&viewType=Card&page=12&rank=119
Lung Cancer,NCT06412172,The Natural History and Biological Study of Pulmonary Recurrent Respiratory Papillomatosis (pRRP),"Information provided by Sara Pai, MD, PhD, Massachusetts General Hospital (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06412172?cond=Lung%20Cancer&viewType=Card&page=12&rank=120
Lung Cancer,NCT00295672,Oral Vinorelbine and Cisplatin and Concurrent Radiotherapy After Induction Chemotherapy in Locally Advanced NSCLC.,"Information provided by University Hospital, Brest",Completed,https://clinicaltrials.gov/study/NCT00295672?cond=Lung%20Cancer&viewType=Card&page=13&rank=121
Lung Cancer,NCT01161173,An Observational Study of Tarceva (Erlotinib) in Routine Daily Clinical Practice as Second Line Treatment in Patients With Non,Information provided by Hoffmann-La Roche (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01161173?cond=Lung%20Cancer&viewType=Card&page=13&rank=122&tab=results
Lung Cancer,NCT01394978,NeoMend ProGEL™ Pleural Air Leak Sealant Post,Information provided by C. R. Bard (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01394978?cond=Lung%20Cancer&viewType=Card&page=13&rank=123&tab=results
Lung Cancer,NCT05470595,A Single-arm Trial of Atezolizumab/Platinum/Etoposide for the Treatment of Advanced Large,Information provided by Technische Universität Dresden (Responsible Party),Active,https://clinicaltrials.gov/study/NCT05470595?cond=Lung%20Cancer&viewType=Card&page=13&rank=124
Lung Cancer,NCT03537378,Hybrid APC Therapy in Early Central Lung Neoplasms,"Information provided by Jiayuan Sun, Shanghai Chest Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT03537378?cond=Lung%20Cancer&viewType=Card&page=13&rank=125
Lung Cancer,NCT02333474,Safety and Efficacy of Mix Vaccine in Lung Carcinoma Patient,"Information provided by Fuda Cancer Hospital, Guangzhou (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT02333474?cond=Lung%20Cancer&viewType=Card&page=13&rank=126
Lung Cancer,NCT01969955,Nab-paclitaxel as Second,"Information provided by LI Junling, Chinese Academy of Medical Sciences (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT01969955?cond=Lung%20Cancer&viewType=Card&page=13&rank=127
Lung Cancer,NCT06955468,Evaluating a Bidirectional Priming Intervention for Goals-of,Information provided by Abramson Cancer Center at Penn Medicine (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06955468?cond=Lung%20Cancer&viewType=Card&page=13&rank=128
Lung Cancer,NCT06964698,Optimizing Post,"Information provided by Ozal Adiyeke, Başakşehir Çam & Sakura City Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT06964698?cond=Lung%20Cancer&viewType=Card&page=13&rank=129
Lung Cancer,NCT06950515,General Anesthesia vs Conscious Sedation for Radial Endobronchial Ultrasound,"Information provided by Marc Fortin, Institut universitaire de cardiologie et de pneumologie de Québec, University Laval (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06950515?cond=Lung%20Cancer&viewType=Card&page=13&rank=130
Lung Cancer,NCT05853575,Trial of Two Adagrasib Dosing Regimens in NSCLC With KRAS G12C Mutation (KRYSTAL 21),Information provided by Mirati Therapeutics Inc. (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05853575?cond=Lung%20Cancer&viewType=Card&page=14&rank=131
Lung Cancer,NCT02009605,Icotinib in Previously Treated Non/Light,"Information provided by Qiong Zhao, Zhejiang University (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT02009605?cond=Lung%20Cancer&viewType=Card&page=14&rank=132
Lung Cancer,NCT06942143,"An Open-label, Phase I Clinical Trial of Super1 TCR-T in NY-ESO-1","Information provided by Guangzhou FineImmune Biotechnology Co., LTD. (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT06942143?cond=Lung%20Cancer&viewType=Card&page=14&rank=133
Lung Cancer,NCT03395964,Comparison of Preoperative CT Scan Guided and Intraoperative Hybrid DynaCT Scan,Information provided by Chang Gung Memorial Hospital (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT03395964?cond=Lung%20Cancer&viewType=Card&page=14&rank=134
Lung Cancer,NCT06397807,Postoperative Pain Management on Patients Undergoing Lung Tumor Resection,"Information provided by Hsin-Yuan Fang, China Medical University Hospital (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT06397807?cond=Lung%20Cancer&viewType=Card&page=14&rank=135
Lung Cancer,NCT06254196,Clinical Trial of Telenursing for Monitoring Supportive Care Needs in Patients With Lung Cancer and Melanoma Candidates for the First Prescription of Targeted Therapies,Information provided by Regina Elena Cancer Institute (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06254196?cond=Lung%20Cancer&viewType=Card&page=14&rank=136
Lung Cancer,NCT06530667,Broadband Collaborative Pulse Ablation Instrument Treating Malignant Pulmonary Nodules,Information provided by Shanghai Zhongshan Hospital (Responsible Party),Inconnu,https://clinicaltrials.gov/study/NCT06530667?cond=Lung%20Cancer&viewType=Card&page=14&rank=137
Lung Cancer,NCT04230408,Intensified Chemo-immuno-radiotherapy With Durvalumab for Stage III Non,Information provided by Latin American Cooperative Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT04230408?cond=Lung%20Cancer&viewType=Card&page=14&rank=138
Lung Cancer,NCT05912465,Predicting Lung Cancer,"Information provided by Univ.-Prof. Dr. Marcus Hacker, Medical University of Vienna (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT05912465?cond=Lung%20Cancer&viewType=Card&page=14&rank=139
Lung Cancer,NCT06393816,FIRST-NEC (GFPC 01-2022),Information provided by Centre Leon Berard (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT06393816?cond=Lung%20Cancer&viewType=Card&page=14&rank=140
Lung Cancer,NCT00922155,Diagnosis of Lung Lesions by Endobronchial Ultrasound With an Alternative Guide Sheath,Information provided by Chang Gung Memorial Hospital,Completed,https://clinicaltrials.gov/study/NCT00922155?cond=Lung%20Cancer&viewType=Card&page=15&rank=141
Lung Cancer,NCT04982900,Treatment of EGFR-TKI for Residual Lesions of Multiple Synchronous Ground,"Information provided by Hecheng Li M.D., Ph.D, Ruijin Hospital (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT04982900?cond=Lung%20Cancer&viewType=Card&page=15&rank=142
Lung Cancer,NCT06049966,Atezolizumab in Large Cell Neuroendocrine Carcinoma,Information provided by Oncology Center of Biochemical Education And Research (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT06049966?cond=Lung%20Cancer&viewType=Card&page=15&rank=143
Lung Cancer,NCT02013297,Study of SBRT Efficacy on Intra and Extra,Information provided by Centre Leon Berard (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT02013297?cond=Lung%20Cancer&viewType=Card&page=15&rank=144
Lung Cancer,NCT04026841,The Efficacy of PD-1 Antibody Sintilimab on Early,"Information provided by Jianxing He, The First Affiliated Hospital of Guangzhou Medical University (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT04026841?cond=Lung%20Cancer&viewType=Card&page=15&rank=145
Lung Cancer,NCT07143110,LUNG,Information provided by AstraZeneca (Responsible Party),Inconnu,https://clinicaltrials.gov/study/NCT07143110?cond=Lung%20Cancer&viewType=Card&page=15&rank=146
Lung Cancer,NCT04431921,"Assessment of Functional Capacity, Pain, Cognitive and Respiratory Functions in Lung Cancer Survivors","Information provided by Kübra Kılıç, Hacettepe University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT04431921?cond=Lung%20Cancer&viewType=Card&page=15&rank=147
Lung Cancer,NCT03795155,Prospective Genomics Initiative on Multiple Synchronous Lung Cancer (PGI,Information provided by RenJi Hospital (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03795155?cond=Lung%20Cancer&viewType=Card&page=15&rank=148
Lung Cancer,NCT00639067,Breath Test for Early Detection of Lung Cancer,"Information provided by Menssana Research, Inc. (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT00639067?cond=Lung%20Cancer&viewType=Card&page=15&rank=149
Lung Cancer,NCT03528733,Feasibility of Multi,Information provided by KA Imaging Inc. (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT03528733?cond=Lung%20Cancer&viewType=Card&page=15&rank=150
Lung Cancer,NCT05879354,Active Cycle of Breathing Techniques on Respiratory Distress Symptom Cluster,"Information provided by Doğa Ulcay, Maltepe University (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT05879354?cond=Lung%20Cancer&viewType=Card&page=16&rank=151
Lung Cancer,NCT05977803,Contribution of the CEST Sequence in the Characterization of Radionecrosis of Brain Metastases of Pulmonary Origin,Information provided by Assistance Publique - Hôpitaux de Paris (Responsible Party),Recruiting,https://clinicaltrials.gov/study/NCT05977803?cond=Lung%20Cancer&viewType=Card&page=16&rank=152
Lung Cancer,NCT07165691,TELEhealth Shared Decision,"Information provided by Evelyn Arana, DrPH, Rutgers, The State University of New Jersey (Responsible Party)",Recruiting,https://clinicaltrials.gov/study/NCT07165691?cond=Lung%20Cancer&viewType=Card&page=16&rank=153
Lung Cancer,NCT04036721,Coorticosteroid Regimen in Patients With Anti-PD-1/PD,"Information provided by Mateusz Polaczek, National Institute for Tuberculosis and Lung Diseases, Poland (Responsible Party)",Inconnu,https://clinicaltrials.gov/study/NCT04036721?cond=Lung%20Cancer&viewType=Card&page=16&rank=154
Lung Cancer,NCT07109154,DeniLA: Comprehensive Demographics and Clinical Profile of NSCLC Patients: Analyzing Guideline-Concordant Care in First,Information provided by AstraZeneca (Responsible Party),Inconnu,https://clinicaltrials.gov/study/NCT07109154?cond=Lung%20Cancer&viewType=Card&page=16&rank=155
Lung Cancer,NCT02498860,Efficacy and Safety of Adjuvant Pemetrexed Plus Cisplatin for Adenocarcinoma of Lung,"Information provided by Young-Chul Kim, Chonnam National University Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT02498860?cond=Lung%20Cancer&viewType=Card&page=16&rank=156
Lung Cancer,NCT01563354,3-arm Trial to Evaluate Pasireotide LAR/Everolimus Alone/in Combination in Patients With Lung/Thymus NET,Information provided by Novartis (Novartis Pharmaceuticals) (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT01563354?cond=Lung%20Cancer&viewType=Card&page=16&rank=157&tab=results
Lung Cancer,NCT04211051,Safety and Feasibility of Pulmonary Surgery Marker System in the Intraoperative Localization of Small Pulmonary Nodules,"Information provided by Hecheng Li M.D., Ph.D, Ruijin Hospital (Responsible Party)",Completed,https://clinicaltrials.gov/study/NCT04211051?cond=Lung%20Cancer&viewType=Card&page=16&rank=158
Lung Cancer,NCT00351598,Lung Tumour Volume Database,Information provided by Trans Tasman Radiation Oncology Group (Responsible Party),Completed,https://clinicaltrials.gov/study/NCT00351598?cond=Lung%20Cancer&viewType=Card&page=16&rank=159
